Bet #	Date	Bookmaker	Bet Type	League	Home Team	Away Team	Bet Placed	Odds	Stake	Live Bet?	Win	Bonus Bet?		 At Risk 	 Normalized Result 	Odds Probability	 Potential Payout 	 Potential Gain 	 Bet Result 		Notes
471	7/15/2023	FanDuel	Winner (ML)	MLB	Reds	Brewers	Reds ML	-120	$15.00	No	No	No		 $ 15.00 	-1.04	55%	 $ 27.50 	 $ 12.50 	 $ -   	 $ (15.00)	
472	7/15/2023	DraftKings	SGP	MLB	Reds	Brewers	Mclain H, over 6.5, reds o 2.5, 5K	212	$7.00	No	No	No		 $ 7.00 	-0.61	32%	 $ 21.87 	 $ 14.87 	 $ -   	 $ (7.00)	
473	7/15/2023	DraftKings	Over / Under	MLB	Reds	Brewers	NRFI	119	$5.00	No	No	No		 $ 5.00 	-0.87	46%	 $ 10.95 	 $ 5.95 	 $ -   	 $ (5.00)	
474	7/15/2023	FanDuel	Winner (ML)	MLB	Reds	Brewers	Reds ML	130	$10.00	Yes	No	No		 $ 10.00 	-0.83	43%	 $ 23.00 	 $ 13.00 	 $ -   	 $ (10.00)	
475	7/16/2023	DraftKings	Winner (ML)	Tennis	Wimbledon 	2023	Novak ML	145	$15.00	Yes	No	No		 $ 15.00 	-0.78	41%	 $ 36.75 	 $ 21.75 	 $ -   	 $ (15.00)	
476	7/16/2023	DraftKings	Winner (ML)	Tennis	Wimbledon 	2023	Novak ML	300	$5.00	Yes	No	No		 $ 5.00 	-0.48	25%	 $ 20.00 	 $ 15.00 	 $ -   	 $ (5.00)	
477	7/16/2023	DraftKings	Over / Under	MLB	Reds	Brewers	NRFI	162	$5.00	No	Yes	No		 $ 5.00 	1.37	38%	 $ 13.10 	 $ 8.10 	 $ 13.10 	 $ 8.10 	
478	7/17/2023	DraftKings	Winner (ML)	MLB	Red Sox	Athletics	Red Sox ML	-136	$10.00	No	Yes	No		 $ 10.00 	0.91	58%	 $ 17.35 	 $ 7.35 	 $ 17.35 	 $ 7.35 	
479	7/17/2023	DraftKings	Over / Under	MLB	Reds	Giants	Williamson Over 14.5 outs	-165	$10.00	No	Yes	No		 $ 10.00 	0.84	62%	 $ 16.06 	 $ 6.06 	 $ 16.06 	 $ 6.06 	
480	7/17/2023	DraftKings	SGP	MLB	Reds	Giants	Reds over 2.5 and Reds ML	195	$15.00	No	No	No		 $ 15.00 	-0.65	34%	 $ 44.25 	 $ 29.25 	 $ -   	 $ (15.00)	
481	7/17/2023	DraftKings	Winner (ML)	World Cup	Womens	World Cup 	USA Winner	250	$25.00	No	No	No		 $ 25.00 	-0.55	29%	 $ 87.50 	 $ 62.50 	 $ -   	 $ (25.00)	
482	7/17/2023	DraftKings	Over / Under	World Cup	Womens	World Cup 	Tournament Under 218.5	-110	$25.00	No	Yes	No		 $ 25.00 	1.00	52%	 $ 47.73 	 $ 22.73 	 $ 47.73 	 $ 22.73 	
483	7/18/2023	DraftKings	Over / Under	MLB	Red Sox	Athletics	NRFI	125	$10.00	No	Yes	No		 $ 10.00 	1.18	44%	 $ 22.50 	 $ 12.50 	 $ 22.50 	 $ 12.50 	
484	7/19/2023	DraftKings	Spread	MLB	Reds	Giants	Reds ML	-105	$10.00	Yes	Yes	No		 $ 10.00 	1.02	51%	 $ 19.52 	 $ 9.52 	 $ 19.52 	 $ 9.52 	
485	7/19/2023	DraftKings	Winner (ML)	MLB	Reds	Giants	Reds ML	-115	$15.00	No	Yes	No		 $ 15.00 	0.98	53%	 $ 28.04 	 $ 13.04 	 $ 28.04 	 $ 13.04 	
486	7/19/2023	DraftKings	Over / Under	MLB	Reds	Giants	NRFI	100	$15.00	No	Yes	No		 $ 15.00 	1.05	50%	 $ 30.00 	 $ 15.00 	 $ 30.00 	 $ 15.00 	
487	7/20/2023	DraftKings	Prop	NCAAM	TBT	Tourney	Zip em up regional winner	210	$15.00	No	No	No		 $ 15.00 	-0.62	32%	 $ 46.50 	 $ 31.50 	 $ -   	 $ (15.00)	
488	7/20/2023	DraftKings	Spread	World Cup	Canada	Nigeria	Canada -1.5	115	$15.00	No	No	No		 $ 15.00 	-0.89	47%	 $ 32.25 	 $ 17.25 	 $ -   	 $ (15.00)	
489	7/20/2023	DraftKings	Over / Under	World Cup	Canada	Nigeria	Under .5 Goals	140	$15.00	Yes	Yes	No		 $ 15.00 	1.26	42%	 $ 36.00 	 $ 21.00 	 $ 36.00 	 $ 21.00 	
490	7/21/2023	DraftKings	Over / Under	MLB	Pirates	Angels	NRFI	120	$15.00	No	Yes	No		 $ 15.00 	1.15	45%	 $ 33.00 	 $ 18.00 	 $ 33.00 	 $ 18.00 	
491	7/21/2023	DraftKings	Over / Under	MLB	Red Sox	Mets	NRFI	119	$10.00	No	No	No		 $ 10.00 	-0.87	46%	 $ 21.90 	 $ 11.90 	 $ -   	 $ (10.00)	
492	7/21/2023	DraftKings	Over / Under	World Cup	USA	Vietnam	USA under 4.5 goals	111	$5.00	Yes	Yes	No		 $ 5.00 	1.11	47%	 $ 10.55 	 $ 5.55 	 $ 10.55 	 $ 5.55 	
493	7/21/2023	DraftKings	Prop	Other	Zip Em Up	Georgia Kingz	Semaj 15 p	-110	$10.00	No	No	No		 $ 10.00 	-1.00	52%	 $ 19.09 	 $ 9.09 	 $ -   	 $ (10.00)	
494	7/21/2023	DraftKings	Winner (ML)	Other	Zip Em Up	Georgia Kingz	Zip Em Up ML	-250	$50.00	No	Yes	No		 $ 50.00 	0.73	71%	 $ 70.00 	 $ 20.00 	 $ 70.00 	 $ 20.00 	
495	7/22/2023	DraftKings	Over / Under	MLB	Red Sox	Mets	NRFI	113	$10.00	No	No	No		 $ 10.00 	-0.90	47%	 $ 21.30 	 $ 11.30 	 $ -   	 $ (10.00)	
496	7/22/2023	DraftKings	Winner (ML)	MLB	Reds	Arizona	Reds ML	173.7	$5.00	No	Yes	No		 $ 5.00 	1.43	37%	 $ 13.69 	 $ 8.69 	 $ 13.69 	 $ 8.69 	
497	7/22/2023	DraftKings	Prop	Other	Zip Em Up	Nasty Nati	Bluiett 15 pts	-105	$15.00	No	No	No		 $ 15.00 	-0.98	51%	 $ 29.29 	 $ 14.29 	 $ -   	 $ (15.00)	
498	7/22/2023	DraftKings	Winner (ML)	Other	Zip Em Up	Nasty Nati	Zip em up ML	195	$10.00	No	No	No		 $ 10.00 	-0.65	34%	 $ 29.50 	 $ 19.50 	 $ -   	 $ (10.00)	
499	7/22/2023	DraftKings	Winner (ML)	MLB	Reds	Arizona	Reds ML	200	$15.00	No	Yes	No		 $ 15.00 	1.57	33%	 $ 45.00 	 $ 30.00 	 $ 45.00 	 $ 30.00 	
500	7/22/2023	DraftKings	Spread	Other	Zip Em Up	NastY NAti	Zip em +10.5	-115	$15.00	Yes	Yes	No		 $ 15.00 	0.98	53%	 $ 28.04 	 $ 13.04 	 $ 28.04 	 $ 13.04 	
501	7/23/2023	DraftKings	Winner (ML)	MLB	Reds	Arizona	Reds ML	181.7	$5.00	No	Yes	No		 $ 5.00 	1.48	35%	 $ 14.09 	 $ 9.09 	 $ 14.09 	 $ 9.09 	
502	7/23/2023	DraftKings	SGP	Other	Formula	1	Verstappen Win, Checo top 10	-152	$20.00	No	Yes	No		 $ 20.00 	0.87	60%	 $ 33.16 	 $ 13.16 	 $ 33.16 	 $ 13.16 	
503	7/23/2023	DraftKings	2 Leg Parlay	World Cup			See Below	161	$15.00	No	No	No		 $ 15.00 	-0.73	38%	 $ 39.15 	 $ 24.15 	 $ -   	 $ (15.00)	
503	7/23/2023	DraftKings	     Leg	World Cup	Canada	Ireland	Canada ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
503	7/23/2023	DraftKings	     Leg	World Cup	Argentina	South Africa	Argentina ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
504	7/23/2023	DraftKings	Winner (ML)	World Cup	USA	Netherlands	USA ML	-145	$20.00	No	No	No		 $ 20.00 	-1.13	59%	 $ 33.79 	 $ 13.79 	 $ -   	 $ (20.00)	
505	7/23/2023	DraftKings	Prop	World Cup	USA	Netherlands	Pick Em	-115	$20.00	No	No	No		 $ 20.00 	-1.02	53%	 $ 37.39 	 $ 17.39 	 $ -   	 $ (20.00)	
506	7/23/2023	DraftKings	Winner (ML)	MLS	FC Cinci	Kansas City	Fc Cinci ML	-130	$13.00	No	No	No		 $ 13.00 	-1.08	57%	 $ 23.00 	 $ 10.00 	 $ -   	 $ (13.00)	
507	7/23/2023	DraftKings	Winner (ML)	MLB	Reds	DBacks	Reds ML	190	$15.00	No	Yes	No		 $ 15.00 	1.52	34%	 $ 43.50 	 $ 28.50 	 $ 43.50 	 $ 28.50 	
508	7/23/2023	DraftKings	Over / Under	MLB	Reds	DBacks	Dbacks U 3.5	-125	$10.00	No	Yes	No		 $ 10.00 	0.94	56%	 $ 18.00 	 $ 8.00 	 $ 18.00 	 $ 8.00 	
509	7/23/2023	DraftKings	Winner (ML)	MLB	Reds	DBacks	Reds Ml	145	$13.00	Yes	Yes	No		 $ 13.00 	1.28	41%	 $ 31.85 	 $ 18.85 	 $ 31.85 	 $ 18.85 	
510	7/23/2023	DraftKings	SGP	Other	Formula 	1	Verstappen W, Checo top 6, Piatri top 10	-130	$20.00	No	No	No		 $ 20.00 	-1.08	57%	 $ 35.38 	 $ 15.38 	 $ -   	 $ (20.00)	
511	7/23/2023	DraftKings	SGP	Other	Formula 	1	Verstappen W, Checo top 6,	-127	$15.00	No	Yes	No		 $ 15.00 	0.94	56%	 $ 26.81 	 $ 11.81 	 $ 26.81 	 $ 11.81 	
512	7/23/2023	DraftKings	Winner (ML)	Other	Formula 	1	Checo W	500	$10.00	No	No	No		 $ 10.00 	-0.32	17%	 $ 60.00 	 $ 50.00 	 $ -   	 $ (10.00)	
513	7/23/2023	DraftKings	Winner (ML)	MLB	Reds	Dodgers	Reds ML	217	$15.00	No	Yes	No		 $ 15.00 	1.66	32%	 $ 47.55 	 $ 32.55 	 $ 47.55 	 $ 32.55 	
514	7/23/2023	DraftKings	Prop	Other	CS	GO	Pick Em	-115	$20.00	No	No	No		 $ 20.00 	-1.02	53%	 $ 37.39 	 $ 17.39 	 $ -   	 $ (20.00)	
515	7/28/2023	DraftKings	Over / Under	MLB	Reds	Dodgers	NRFI	100	$15.00	No	No	No		 $ 15.00 	-0.95	50%	 $ 30.00 	 $ 15.00 	 $ -   	 $ (15.00)	
516	7/30/2023	DraftKings	Over / Under	MLB	Reds	Dodgers	NRFI	157	$5.00	No	No	No		 $ 5.00 	-0.74	39%	 $ 12.85 	 $ 7.85 	 $ -   	 $ (5.00)	
517	7/30/2023	DraftKings	Over / Under	MLB	Red Sox	Giants	NRFI	104	$10.00	No	Yes	No		 $ 10.00 	1.07	49%	 $ 20.40 	 $ 10.40 	 $ 20.40 	 $ 10.40 	
518	7/31/2023	DraftKings	Over / Under	MLB	Reds	Cubs	NRFI	111	$5.00	No	Yes	No		 $ 5.00 	1.11	47%	 $ 10.55 	 $ 5.55 	 $ 10.55 	 $ 5.55 	
519	7/31/2023	DraftKings	Over / Under	MLB	Red Sox	Mariners	NRFI	104	$10.00	No	No	No		 $ 10.00 	-0.94	49%	 $ 20.40 	 $ 10.40 	 $ -   	 $ (10.00)	
520	7/31/2023	DraftKings	SGP	World Cup	USA	Portugal	USA ML, Over 1.5 goals	105	$5.00	No	No	No		 $ 5.00 	-0.93	49%	 $ 10.25 	 $ 5.25 	 $ -   	 $ (5.00)	
521	7/31/2023	DraftKings	SGP	World Cup	USA	Portugal	USA ML, Clean sheet USA	153	$10.00	No	No	No		 $ 10.00 	-0.75	40%	 $ 25.30 	 $ 15.30 	 $ -   	 $ (10.00)	
522	7/31/2023	FanDuel	SGP	World Cup	USA	Portugal	USA W, Most corners/shots on target each half	510	$13.00	No	No	No		 $ 13.00 	-0.31	16%	 $ 79.30 	 $ 66.30 	 $ -   	 $ (13.00)	
523	7/31/2023	DraftKings	Winner (ML)	MLB	Reds	Cubs	Reds ML	150	$15.00	No	Yes	No		 $ 15.00 	1.31	40%	 $ 37.50 	 $ 22.50 	 $ 37.50 	 $ 22.50 	
524	8/1/2023	DraftKings	Over / Under	World Cup	Haiti	Denmark	Under 1.5	-150	$20.00	Yes	No	No		 $ 20.00 	-1.15	60%	 $ 33.33 	 $ 13.33 	 $ -   	 $ (20.00)	
525	8/1/2023	DraftKings	Prop	Other	CS 	GO	Pick em Heroic vs ENCE	-125	$50.00	No	Yes	No		 $ 50.00 	0.94	56%	 $ 90.00 	 $ 40.00 	 $ 90.00 	 $ 40.00 	
526	8/1/2023	DraftKings	Over / Under	MLB	Red Sox	Mariners	NRFI	-125	$15.00	No	No	No		 $ 15.00 	-1.06	56%	 $ 27.00 	 $ 12.00 	 $ -   	 $ (15.00)	
527	8/1/2023	DraftKings	SGP	MLB	Orioles	Mariners	Orioles ML, Mariners NRFI	820	$5.00	No	No	No		 $ 5.00 	-0.21	11%	 $ 46.00 	 $ 41.00 	 $ -   	 $ (5.00)	
528	8/1/2023	DraftKings	SGP	MLB	Reds	Cubs	Reds +3.5, Over 1.5 runs, 3 Ks Lively	148	$10.00	No	No	No		 $ 10.00 	-0.77	40%	 $ 24.80 	 $ 14.80 	 $ -   	 $ (10.00)	
529	8/2/2023	FanDuel	Winner (ML)	MLB	Reds	Cubs	Reds ML	163	$15.00	No	No	No		 $ 15.00 	-0.73	38%	 $ 39.45 	 $ 24.45 	 $ -   	 $ (15.00)	
530	8/2/2023	DraftKings	Winner (ML)	MLB	Reds	Cubs	Reds ML	140	$10.00	No	No	No		 $ 10.00 	-0.80	42%	 $ 24.00 	 $ 14.00 	 $ -   	 $ (10.00)	
531	8/2/2023	DraftKings	Winner (ML)	MLB	Reds	Cubs	Reds ML	169	$15.00	Yes	No	No		 $ 15.00 	-0.71	37%	 $ 40.35 	 $ 25.35 	 $ -   	 $ (15.00)	
532	8/4/2023	DraftKings	Winner (ML)	MLB	Reds	Nationals	Reds ML	-120	$15.00	No	No	No		 $ 15.00 	-1.04	55%	 $ 27.50 	 $ 12.50 	 $ -   	 $ (15.00)	
533	8/4/2023	DraftKings	Winner (ML)	World Cup	USA	Sweden	USA qualify	100	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (10.00)	
534	8/5/2023	DraftKings	Winner (ML)	MLB	Dodgers	Padres	Dodgers ML	272	$15.00	No	No	No		 $ 15.00 	-0.51	27%	 $ 55.80 	 $ 40.80 	 $ -   	 $ (15.00)	
535	8/5/2023	DraftKings	Winner (ML)	MLB	Dodgers	Padres	Dodgers up 2 Early Win	136	$12.00	No	Yes	No		 $ 12.00 	1.24	42%	 $ 28.32 	 $ 16.32 	 $ 28.32 	 $ 16.32 	
536	8/6/2023	FanDuel	Winner (ML)	World Cup	USA	Sweden	USA qualify	-172	$10.00	No	No	No		 $ 10.00 	-1.21	63%	 $ 15.81 	 $ 5.81 	 $ -   	 $ (10.00)	
537	8/6/2023	DraftKings	Winner (ML)	MLB	Reds	Nationals	Reds ML	123	$25.00	No	No	No		 $ 25.00 	-0.86	45%	 $ 55.75 	 $ 30.75 	 $ -   	 $ (25.00)	
538	8/6/2023	DraftKings	Winner (ML)	MLB	Reds	Nationals	Reds ML	130	$15.00	No	No	No		 $ 15.00 	-0.83	43%	 $ 34.50 	 $ 19.50 	 $ -   	 $ (15.00)	
539	8/8/2023	DraftKings	Winner (ML)	MLB	Reds	Marlins	Reds Up 2 Win	124	$25.00	No	No	No		 $ 25.00 	-0.85	45%	 $ 56.00 	 $ 31.00 	 $ -   	 $ (25.00)	
540	8/8/2023	DraftKings	SGP	MLB	Reds	Marlins	Reds ML, Elly Hit	320	$22.40	No	No	No		 $ 22.40 	-0.45	24%	 $ 94.08 	 $ 71.68 	 $ -   	 $ (22.40)	
541	8/8/2023	DraftKings	Winner (ML)	MLB	Reds	Marlins	Reds ML	186	$27.00	No	No	No		 $ 27.00 	-0.67	35%	 $ 77.22 	 $ 50.22 	 $ -   	 $ (27.00)	
542	8/9/2023	DraftKings	Winner (ML)	MLB	Reds	Marlins	Reds ML	-125	$36.00	No	No	No		 $ 36.00 	-1.06	56%	 $ 64.80 	 $ 28.80 	 $ -   	 $ (36.00)	
543	8/9/2023	DraftKings	2 Leg Parlay	MLB			See Below	149	$30.00	No	No	No		 $ 30.00 	-0.77	40%	 $ 74.70 	 $ 44.70 	 $ -   	 $ (30.00)	
543	8/9/2023	DraftKings	     Leg	MLB	Phillies	Nats	Phillia ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
543	8/9/2023	DraftKings	     Leg	MLB	Rays	Cardinals	Rays ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
544	8/10/2023	DraftKings	Over / Under	MLB	Royals	Red Sox	Under 4.5	157	$25.00	No	Yes	No		 $ 25.00 	1.35	39%	 $ 64.25 	 $ 39.25 	 $ 64.25 	 $ 39.25 	
545	8/10/2023	DraftKings	Winner (ML)	World Cup	Spain	Netherlands	Netherlands Win	330	$25.00	No	No	No		 $ 25.00 	-0.44	23%	 $ 107.50 	 $ 82.50 	 $ -   	 $ (25.00)	
546	8/11/2023	DraftKings	4+ Parlay	Premier League			See Below	216	$30.00	No	Yes	No		 $ 30.00 	1.66	32%	 $ 94.80 	 $ 64.80 	 $ 94.80 	 $ 64.80 	
546	8/11/2023	DraftKings	     Leg	Premier League	City	Burnley	City ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
546	8/11/2023	DraftKings	     Leg	Premier League	Arsenal	Nottingham	Arsenal ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
546	8/11/2023	DraftKings	     Leg	Premier League	Palace	Sheffield	Palace or Tie			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
546	8/11/2023	DraftKings	     Leg	Premier League	Brighton	Luton	Brighton or Tie			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
546	8/11/2023	DraftKings	     Leg	Premier League	Newcastle	Villa	Newcastle or Tie			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
547	8/11/2023	DraftKings	Spread	Premier League	City	Burnley	City -1.5	-115	$50.00	No	Yes	No		 $ 50.00 	0.98	53%	 $ 93.48 	 $ 43.48 	 $ 93.48 	 $ 43.48 	
548	8/11/2023	DraftKings	Winner (ML)	MLB	Reds	Pirates	Reds ML	147	$25.00	No	Yes	No		 $ 25.00 	1.29	40%	 $ 61.75 	 $ 36.75 	 $ 61.75 	 $ 36.75 	
549	8/11/2023	DraftKings	Winner (ML)	MLB	Reds	Pirates	Reds Up 2 Win	-102	$25.00	No	Yes	No		 $ 25.00 	1.04	50%	 $ 49.51 	 $ 24.51 	 $ 49.51 	 $ 24.51 	
550	8/12/2023	DraftKings	Over / Under	Premier League	Arsenal	Nottingham	Arsenal Clean Sheet	-215	$110.00	No	No	No		 $ 110.00 	-1.30	68%	 $ 161.16 	 $ 51.16 	 $ -   	 $ (110.00)	
551	8/12/2023	DraftKings	Winner (ML)	Premier League	Palace	Sheffield	Palace ML	115	$50.00	No	Yes	No		 $ 50.00 	1.13	47%	 $ 107.50 	 $ 57.50 	 $ 107.50 	 $ 57.50 	
552	8/12/2023	DraftKings	4+ Parlay	Premier League			See Below	788	$25.00	No	Yes	No		 $ 25.00 	4.65	11%	 $ 222.00 	 $ 197.00 	 $ 222.00 	 $ 197.00 	
552	8/12/2023	DraftKings	     Leg	Premier League	Brighton	Luton	Brighton ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
552	8/12/2023	DraftKings	     Leg	Premier League	Palace	Sheffield	Palace ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
552	8/12/2023	DraftKings	     Leg	Premier League	Everton	Fulham	Both teams to not score			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
552	8/12/2023	DraftKings	     Leg	Premier League	Newcastle	Villa	Newcastle ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
553	8/13/2023	DraftKings	SGP	Golf	St Jude	Fed Ex	Rory, Spieth, Vik	2400	$55.00	No	No	No		 $ 55.00 	-0.08	4%	 $ 1,375.00 	 $ 1,320.00 	 $ -   	 $ (55.00)	
554	8/13/2023	DraftKings	SGP	Premier League	Chelsea	Liverpool	Under 2.5,Chelsea ML	546	$20.00	No	No	No		 $ 20.00 	-0.30	15%	 $ 129.20 	 $ 109.20 	 $ -   	 $ (20.00)	
555	8/13/2023	DraftKings	Winner (ML)	MLB	Reds	Pirates	Reds Up 2 Win	110	$25.00	No	Yes	No		 $ 25.00 	1.10	48%	 $ 52.50 	 $ 27.50 	 $ 52.50 	 $ 27.50 	
556	8/13/2023	DraftKings	Winner (ML)	MLB	Reds	Pirates	Reds Ml	220	$25.00	No	No	No		 $ 25.00 	-0.60	31%	 $ 80.00 	 $ 55.00 	 $ -   	 $ (25.00)	
557	8/13/2023	DraftKings	Winner (ML)	Golf	Pat	Cantlay	Cantlay ML	-150	$70.00	No	No	No		 $ 70.00 	-1.15	60%	 $ 116.67 	 $ 46.67 	 $ -   	 $ (70.00)	
558	8/14/2023	DraftKings	Prop	MLB	Dbacks	Rockies	Diaz Strikeout	285	$15.00	No	No	No		 $ 15.00 	-0.50	26%	 $ 57.75 	 $ 42.75 	 $ -   	 $ (15.00)	
559	8/14/2023	DraftKings	Prop	MLB	Dbacks	Rockies	Diaz in play out	142	$15.00	No	Yes	No		 $ 15.00 	1.27	41%	 $ 36.30 	 $ 21.30 	 $ 36.30 	 $ 21.30 	
560	8/14/2023	DraftKings	Prop	MLB	Dbacks	Rockies	NRFI	-140	$20.00	No	Yes	No		 $ 20.00 	0.90	58%	 $ 34.29 	 $ 14.29 	 $ 34.29 	 $ 14.29 	
561	8/15/2023	DraftKings	Winner (ML)	World Cup	Spain	Sweden	Spain ML	-131	$50.00	No	Yes	No		 $ 50.00 	0.92	57%	 $ 88.17 	 $ 38.17 	 $ 88.17 	 $ 38.17 	
562	8/18/2023	DraftKings	Winner (ML)	MLB	Reds	Blue Jays	Reds ML	107	$25.00	No	Yes	No		 $ 25.00 	1.08	48%	 $ 51.75 	 $ 26.75 	 $ 51.75 	 $ 26.75 	
563	8/18/2023	DraftKings	Winner (ML)	Premier League	Man U 	Tottenham	Man U	135	$15.00	No	No	No		 $ 15.00 	-0.81	43%	 $ 35.25 	 $ 20.25 	 $ -   	 $ (15.00)	
564	8/19/2023	DraftKings	Winner (ML)	Premier League	Brighton	Wolves	Brighton ML	-110	$30.00	No	Yes	No		 $ 30.00 	1.00	52%	 $ 57.27 	 $ 27.27 	 $ 57.27 	 $ 27.27 	
565	8/20/2023	DraftKings	Winner (ML)	Golf	PGA	Golf	Spieth ML	-111	$40.00	No	No	No		 $ 40.00 	-1.00	53%	 $ 76.04 	 $ 36.04 	 $ -   	 $ (40.00)	
566	8/20/2023	DraftKings	Winner (ML)	Premier League	West Ham	Chelsea	West ham ML	100	$25.00	No	Yes	No		 $ 25.00 	1.05	50%	 $ 50.00 	 $ 25.00 	 $ 50.00 	 $ 25.00 	
567	8/20/2023	DraftKings	Winner (ML)	MLB	Reds	Blue Jays	Reds Ml	-105	$15.00	No	No	No		 $ 15.00 	-0.98	51%	 $ 29.29 	 $ 14.29 	 $ -   	 $ (15.00)	
568	8/20/2023	DraftKings	Over / Under	MLB	Reds	Blue Jays	NRFI	136	$10.00	No	No	No		 $ 10.00 	-0.81	42%	 $ 23.60 	 $ 13.60 	 $ -   	 $ (10.00)	
569	8/20/2023	DraftKings	Winner (ML)	Golf	PGA 	Golf	Hovland ML  	1000	$15.00	No	Yes	No		 $ 15.00 	5.76	9%	 $ 165.00 	 $ 150.00 	 $ 165.00 	 $ 150.00 	
570	8/20/2023	DraftKings	Winner (ML)	Golf	PGA 	Golf	Rory ML	850	$15.00	No	No	No		 $ 15.00 	-0.20	11%	 $ 142.50 	 $ 127.50 	 $ -   	 $ (15.00)	
571	8/20/2023	DraftKings	Spread	MLB	Reds	Blue Jays	Reds +3.5 	-125	$20.00	Yes	No	No		 $ 20.00 	-1.06	56%	 $ 36.00 	 $ 16.00 	 $ -   	 $ (20.00)	
572	8/21/2023	DraftKings	Over / Under	Premier League	Palace	Arsenal	Under 2.5 	-125	$50.00	No	Yes	No		 $ 50.00 	0.94	56%	 $ 90.00 	 $ 40.00 	 $ 90.00 	 $ 40.00 	
573	8/21/2023	DraftKings	Winner (ML)	Premier League	Palace	Arsenal	Palace ML	370	$10.00	No	No	No		 $ 10.00 	-0.41	21%	 $ 47.00 	 $ 37.00 	 $ -   	 $ (10.00)	
574	8/21/2023	DraftKings	Spread	Premier League	Palace	Arsenal	Palace +.5	-105	$20.00	No	No	No		 $ 20.00 	-0.98	51%	 $ 39.05 	 $ 19.05 	 $ -   	 $ (20.00)	
575	8/23/2023	DraftKings	Winner (ML)	MLB	Reds	Angels	Reds ML	124	$10.00	No	Yes	No		 $ 10.00 	1.17	45%	 $ 22.40 	 $ 12.40 	 $ 22.40 	 $ 12.40 	
576	8/24/2023	DraftKings	Winner (ML)	Golf	PGA	Championship	Hovland ML	468	$15.00	No	Yes	No		 $ 15.00 	2.98	18%	 $ 85.20 	 $ 70.20 	 $ 85.20 	 $ 70.20 	
577	8/25/2023	DraftKings	3 Leg Parlay	Premier League			See Below	329	$20.00	No	Yes	No		 $ 20.00 	2.25	23%	 $ 85.80 	 $ 65.80 	 $ 85.80 	 $ 65.80 	
577	8/25/2023	DraftKings	     Leg	Premier League	Chelsea	Luton	Chelsea -1.5			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
577	8/25/2023	DraftKings	     Leg	Premier League	Palace	Brentford	Palace +.5			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
577	8/25/2023	DraftKings	     Leg	Premier League	Man U	Nottingham	Man U ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
578	8/26/2023	DraftKings	Over / Under	Premier League	Tottenham	Bournemouth	Under 3.5	-290	$55.00	No	Yes	No		 $ 55.00 	0.70	74%	 $ 73.97 	 $ 18.97 	 $ 73.97 	 $ 18.97 	
579	8/26/2023	DraftKings	Winner (ML)	Premier League	Palace	Brentford	Palace ML	265	$15.00	No	No	No		 $ 15.00 	-0.52	27%	 $ 54.75 	 $ 39.75 	 $ -   	 $ (15.00)	
580	8/26/2023	DraftKings	Spread	Premier League	Palace	Brentford	Palace +.5	-140	$25.00	No	Yes	No		 $ 25.00 	0.90	58%	 $ 42.86 	 $ 17.86 	 $ 42.86 	 $ 17.86 	
581	8/27/2023	DraftKings	Winner (ML)	MLB	Reds	Dbacks	Reds ML	157	$15.00	No	No	No		 $ 15.00 	-0.74	39%	 $ 38.55 	 $ 23.55 	 $ -   	 $ (15.00)	
582	8/29/2023	DraftKings	Winner (ML)	Tennis	US	Open	Khachanov ML	480	$15.00	Yes	No	No		 $ 15.00 	-0.33	17%	 $ 87.00 	 $ 72.00 	 $ -   	 $ (15.00)	
583	8/29/2023	DraftKings	Winner (ML)	Tennis	US	Open	Khachanov ML	350	$10.00	No	No	No		 $ 10.00 	-0.42	22%	 $ 45.00 	 $ 35.00 	 $ -   	 $ (10.00)	
584	8/29/2023	DraftKings	Winner (ML)	Premier League	Palace	Plymouth	Palace ML	-190	$75.00	No	Yes	No		 $ 75.00 	0.80	66%	 $ 114.47 	 $ 39.47 	 $ 114.47 	 $ 39.47 	
585	8/30/2023	DraftKings	Winner (ML)	Tennis	US	Open	Ruud ML	-190	$25.00	Yes	No	No		 $ 25.00 	-1.25	66%	 $ 38.16 	 $ 13.16 	 $ -   	 $ (25.00)	
