Bet #	Date	Bookmaker	Bet Type	League	Home Team	Away Team	Bet Placed	Odds	Stake	Live Bet?	Win	Bonus Bet?		 At Risk 	 Normalized Result 	Odds Probability	 Potential Payout 	 Potential Gain 	 Bet Result 		Notes
245	4/29/2023	DraftKings	Prop	NBA 	Nuggets	Suns	First to 15 points	-107	$5.00	No	Yes	No		 $ 5.00 	1.01	52%	 $ 9.67 	 $ 4.67 	 $ 9.67 	 $ 4.67 	
246	4/29/2023	DraftKings	Winner (ML)	MLS	FC Cincinnati	NE Revolution	FC Cincinnati Win	225	$10.00	No	No	Yes		 $ 10.00 	-0.59	31%	 $ 32.50 	 $ 22.50 	 $ -   	 $ -   	
247	4/30/2023	DraftKings	Over / Under	Premier League	Man UTD	Aston Villa	Under 2.5 goals	-135	$20.00	Yes	Yes	No		 $ 20.00 	0.91	57%	 $ 34.81 	 $ 14.81 	 $ 34.81 	 $ 14.81 	
248	4/30/2023	DraftKings	Over / Under	Premier League	Bournemouth	Leeds	Under 3.5 goals	140	$5.00	Yes	No	No		 $ 5.00 	-0.80	42%	 $ 12.00 	 $ 7.00 	 $ -   	 $ (5.00)	
249	4/30/2023	DraftKings	Prop	NBA 	Sac Kings	GS Warriors	Sac Kings to 10 points	-115	$15.00	No	No	No		 $ 15.00 	-1.02	53%	 $ 28.04 	 $ 13.04 	 $ -   	 $ (15.00)	
250	4/30/2023	DraftKings	Over / Under	MLB	Athletics	Reds	NRFI	-130	$10.00	No	No	Yes		 $ 10.00 	-1.08	57%	 $ 17.69 	 $ 7.69 	 $ -   	 $ -   	
251	4/30/2023	DraftKings	Spread	NBA 	Sac Kings	GS Warriors	Sac Kings -2.5	-105	$10.00	No	No	Yes		 $ 10.00 	-0.98	51%	 $ 19.52 	 $ 9.52 	 $ -   	 $ -   	
252	4/30/2023	DraftKings	Prop	NBA 	Sac Kings	GS Warriors	First FG	500	$9.00	No	No	No		 $ 9.00 	-0.32	17%	 $ 54.00 	 $ 45.00 	 $ -   	 $ (9.00)	
253	4/30/2023	DraftKings	Winner (ML)	NHL	Bo's Bruins	Fla Panthers	Panthers ML	125	$30.00	No	Yes	No		 $ 30.00 	1.18	44%	 $ 67.50 	 $ 37.50 	 $ 67.50 	 $ 37.50 	
254	4/30/2023	DraftKings	Spread	NBA 	Sac Kings	GS Warriors	Sac Kings +6.5	-115	$20.00	No	No	No		 $ 20.00 	-1.02	53%	 $ 37.39 	 $ 17.39 	 $ -   	 $ (20.00)	
255	5/1/2023	DraftKings	Over / Under	Premier League	Everton	Leicester	Draw	105	$20.00	Yes	Yes	No		 $ 20.00 	1.07	49%	 $ 41.00 	 $ 21.00 	 $ 41.00 	 $ 21.00 	
256	5/1/2023	DraftKings	Winner (ML)	NBA 	Celtics	76ers	76ers ML	215	$5.00	Yes	Yes	No		 $ 5.00 	1.65	32%	 $ 15.75 	 $ 10.75 	 $ 15.75 	 $ 10.75 	
257	5/1/2023	FanDuel	Winner (ML)	NHL	NJ Devils	NY Rangers	NY Rangers ML	-115	$15.00	Yes	No	No		 $ 15.00 	-1.02	53%	 $ 28.04 	 $ 13.04 	 $ -   	 $ (15.00)	
258	5/2/2023	DraftKings	SGP	NBA 	Warriors	Lakers	Lakers 3 picks	425	$10.00	No	No	No		 $ 10.00 	-0.36	19%	 $ 52.50 	 $ 42.50 	 $ -   	 $ (10.00)	
259	5/3/2023	DraftKings	SGP	NBA 	Celtics	76ers	Celtics 5 picks	270	$10.00	No	No	No		 $ 10.00 	-0.52	27%	 $ 37.00 	 $ 27.00 	 $ -   	 $ (10.00)	
260	5/5/2023	DraftKings	Over / Under	MLB	Reds	White Sox	NRFI	-110	$10.00	No	Yes	Yes		 $ 10.00 	1.00	52%	 $ 19.09 	 $ 9.09 	 $ 19.09 	 $ 9.09 	
261	5/5/2023	FanDuel	Winner (ML)	MLB	Reds	White Sox	Reds ML	112	$20.00	No	No	No		 $ 20.00 	-0.90	47%	 $ 42.40 	 $ 22.40 	 $ -   	 $ (20.00)	
262	5/5/2023	DraftKings	Winner (ML)	NBA 	Lakers	Warriors	Lakers ML	225	$10.00	No	No	Yes		 $ 10.00 	-0.59	31%	 $ 32.50 	 $ 22.50 	 $ -   	 $ -   	
263	5/6/2023	FanDuel	Over / Under	Premier League	Tottenham	Crystal Palace	Under 2.5 goals	-160	$20.00	Yes	Yes	No		 $ 20.00 	0.85	62%	 $ 32.50 	 $ 12.50 	 $ 32.50 	 $ 12.50 	
264	5/6/2023	DraftKings	Winner (ML)	Premier League	Tottenham	Crystal Palace	Palace ML	360	$10.00	Yes	No	Yes		 $ 10.00 	-0.42	22%	 $ 46.00 	 $ 36.00 	 $ -   	 $ -   	
265	5/6/2023	FanDuel	Winner (ML)	Horse Racing	Kentucky Derby		Disarm to win		$2.00	No	No	No		 $ 2.00 		0%	 $ -   	 $ (2.00)	 $ -   	 $ (2.00)	
266	5/6/2023	FanDuel	SGP	Horse Racing	Kentucky Derby		14 and 17 Exacta		$2.00	No	No	No		 $ 2.00 		0%	 $ -   	 $ (2.00)	 $ -   	 $ (2.00)	
267	5/6/2023	FanDuel	Winner (ML)	Horse Racing	Kentucky Derby		2 to Show		$10.00	No	No	No		 $ 10.00 		0%	 $ -   	 $ (10.00)	 $ -   	 $ (10.00)	
268	5/6/2023	FanDuel	SGP	Horse Racing	Kentucky Derby		5 and 2 exacta		$2.00	No	No	No		 $ 2.00 		0%	 $ -   	 $ (2.00)	 $ -   	 $ (2.00)	
269	5/6/2023	FanDuel	Winner (ML)	Horse Racing	Kentucky Derby		5 to show		$20.00	No	No	No		 $ 20.00 		0%	 $ -   	 $ (20.00)	 $ -   	 $ (20.00)	
270	5/6/2023	DraftKings	Prop	NBA 	Lakers	Warriors	Lebron and AD both score 20	100	$20.00	No	Yes	No		 $ 20.00 	1.05	50%	 $ 40.00 	 $ 20.00 	 $ 40.00 	 $ 20.00 	
271	5/6/2023	DraftKings	SGP	NBA 	Lakers	Warriors	Lakers ML, AD over 35 PRA & 12 Reb	115	$15.00	No	Yes	No		 $ 15.00 	1.13	47%	 $ 32.25 	 $ 17.25 	 $ 32.25 	 $ 17.25 	
272	5/6/2023	FanDuel	Prop	NBA 	Miami Heat	New York Knicks	1+ dunk in final 3 minutes	120	$5.00	Yes	Yes	No		 $ 5.00 	1.15	45%	 $ 11.00 	 $ 6.00 	 $ 11.00 	 $ 6.00 	
273	5/6/2023	DraftKings	Winner (ML)	MLB	Cincinnati Reds	Chicago White Sox	Reds not to bat in Bottom 9	-140	$45.00	No	Yes	No		 $ 45.00 	0.90	58%	 $ 77.14 	 $ 32.14 	 $ 77.14 	 $ 32.14 	
274	5/7/2023	FanDuel	Over / Under	MLB	Reds	White Sox	NRFI	100	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (10.00)	
275	5/7/2023	DraftKings	Prop	Other	F1	Racing	Miami Grand Prix Ferrari top 6 finishes	-125	$9.81	No	No	No		 $ 9.81 	-1.06	56%	 $ 17.66 	 $ 7.85 	 $ -   	 $ (9.81)	
276	5/7/2023	DraftKings	Prop	Other	F1	Racing	Miami Grand Prix Red Bull double podium	-125	$10.00	No	Yes	No		 $ 10.00 	0.94	56%	 $ 18.00 	 $ 8.00 	 $ 18.00 	 $ 8.00 	
277	5/7/2023	DraftKings	3 Leg Parlay	Other			See Below	239	$10.00	No	Yes	No		 $ 10.00 	1.78	29%	 $ 33.90 	 $ 23.90 	 $ 33.90 	 $ 23.90 	
	5/7/2023	DraftKings	     Leg	Other	F1	Racing	Miami Grand Prix Red Bull top 6 finishes			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	5/7/2023	DraftKings	     Leg	Other	F1	Racing	Miami Grand Prix Ferrari top 10 finishes			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	5/7/2023	DraftKings	     Leg	Premier League	West Ham	Man U	West Ham ML			Yes	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
278	5/6/2023	FanDuel	Winner (ML)	Horse Racing	Kentucky Derby		Rocket Can Show	500	$2.00	No	No	No		 $ 2.00 	-0.32	17%	 $ 12.00 	 $ 10.00 	 $ -   	 $ (2.00)	
279	5/6/2023	FanDuel	Winner (ML)	Horse Racing	Kentucky Derby		Trifecta	500	$3.00	No	No	No		 $ 3.00 	-0.32	17%	 $ 18.00 	 $ 15.00 	 $ -   	 $ (3.00)	
280	5/7/2023	FanDuel	Prop	NBA 	76ers	Celtics	Harden Over 49.5 P+R+A	108	$10.00	Yes	Yes	No		 $ 10.00 	1.09	48%	 $ 20.80 	 $ 10.80 	 $ 20.80 	 $ 10.80 	
281	5/7/2023	DraftKings	Winner (ML)	NBA 	76ers	Celtics	76ers ML	120	$10.00	Yes	Yes	No		 $ 10.00 	1.15	45%	 $ 22.00 	 $ 12.00 	 $ 22.00 	 $ 12.00 	
282	5/7/2023	DraftKings	Prop	MLB	reds	White Sox	Over 89 MPH	-104	$5.00	Yes	No	No		 $ 5.00 	-0.97	51%	 $ 9.81 	 $ 4.81 	 $ -   	 $ (5.00)	
283	5/7/2023	DraftKings	Prop	MLB	reds	White Sox	Newman Over 3.5 Pitches in AB	107	$5.00	Yes	No	No		 $ 5.00 	-0.92	48%	 $ 10.35 	 $ 5.35 	 $ -   	 $ (5.00)	
284	5/8/2023	DraftKings	SGP	NBA 	Heat	Knicks	Heat Over 109.5 & Heat Win +Parlay below	520	$10.00	No	No	No		 $ 10.00 	-0.31	16%	 $ 62.00 	 $ 52.00 	 $ -   	 $ (10.00)	
285	5/8/2023	DraftKings	SGP	NBA 	Lakers	Warriors	LBJ Over 3.5 A and 18 pts, Ad O 11.5 R, Lakers ML	180	$10.00	No	Yes	Yes		 $ 10.00 	1.47	36%	 $ 28.00 	 $ 18.00 	 $ 28.00 	 $ 18.00 	
286	5/8/2023	DraftKings	Winner (ML)	NBA 	Lakers	Warriors	Lakers ML	-110	$20.00	Yes	Yes	No		 $ 20.00 	1.00	52%	 $ 38.18 	 $ 18.18 	 $ 38.18 	 $ 18.18 	
287	5/9/2023	DraftKings	Prop	Champions League	Madrid	Man City	Madrid +1 shots on target vs City	-115	$15.00	No	No	No		 $ 15.00 	-1.02	53%	 $ 28.04 	 $ 13.04 	 $ -   	 $ (15.00)	
288	5/9/2023	DraftKings	Spread	Champions League	Madrid	Man City	Madrid or Tie	119	$15.00	Yes	Yes	No		 $ 15.00 	1.15	46%	 $ 32.85 	 $ 17.85 	 $ 32.85 	 $ 17.85 	
289	5/9/2023	DraftKings	SGP	NBA 	Nuggets	Suns	Jokic 20, Nuggets ML, Jokic 35+	-130	$10.00	No	Yes	No		 $ 10.00 	0.93	57%	 $ 17.69 	 $ 7.69 	 $ 17.69 	 $ 7.69 	
290	5/10/2023	DraftKings	SGP	NBA 	Warriors	Lakers	Lebron 20, 4 assists, AD 12 rbs	100	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (10.00)	
291	5/10/2023	DraftKings	Over / Under	NBA 	Warriors	Lakers	Curry Under 31.5pts	110	$5.00	No	Yes	No		 $ 5.00 	1.10	48%	 $ 10.50 	 $ 5.50 	 $ 10.50 	 $ 5.50 	
292	5/10/2023	DraftKings	Over / Under	NBA 	Warriors	Lakers	Warriors Under 126.5 Pts	-125	$10.00	Yes	Yes	No		 $ 10.00 	0.94	56%	 $ 18.00 	 $ 8.00 	 $ 18.00 	 $ 8.00 	
293	5/11/2023	DraftKings	Over / Under	NBA 	Celtics	76ers	Horford Over 13.5  P+R	110	$10.00	Yes	No	No		 $ 10.00 	-0.91	48%	 $ 21.00 	 $ 11.00 	 $ -   	 $ (10.00)	
294	5/11/2023	DraftKings	Over / Under	NBA 	Nuggets	Suns	Booker Under 29.5	-105	$10.00	Yes	Yes	Yes		 $ 10.00 	1.02	51%	 $ 19.52 	 $ 9.52 	 $ 19.52 	 $ 9.52 	
295	5/12/2023	DraftKings	Over / Under	NBA 	Lakers	Warriors	Curry Under 38.5	-115	$15.00	Yes	No	No		 $ 15.00 	-1.02	53%	 $ 28.04 	 $ 13.04 	 $ -   	 $ (15.00)	
296	5/18/2023	DraftKings	Prop	Golf	PGA	Championship	Mcilroy,Day,Finau,Homa to make cut	200	$15.00	No	No	No		 $ 15.00 	-0.64	33%	 $ 45.00 	 $ 30.00 	 $ -   	 $ (15.00)	
297	5/16/2023	DraftKings	SGP	NBA 	Celtics	Lakers	Lakers +16.5,AD 10 R, LBJ 2 A,Reaves U 15.5	230	$15.00	No	No	No		 $ 15.00 	-0.58	30%	 $ 49.50 	 $ 34.50 	 $ -   	 $ (15.00)	
298	5/16/2023	DraftKings	Winner (ML)	MLB	Rockies	Reds	Reds ML	120	$20.00	No	Yes	No		 $ 20.00 	1.15	45%	 $ 44.00 	 $ 24.00 	 $ 44.00 	 $ 24.00 	
299	5/17/2023	DraftKings	Prop	Champions League	Man City	Real Madrid	Madrid to advance	255	$10.00	No	No	Yes		 $ 10.00 	-0.54	28%	 $ 35.50 	 $ 25.50 	 $ -   	 $ -   	
300	5/17/2023	DraftKings	Winner (ML)	MLB	Rockies	Reds	Reds ML	-105	$15.00	No	No	No		 $ 15.00 	-0.98	51%	 $ 29.29 	 $ 14.29 	 $ -   	 $ (15.00)	
301	5/17/2023	DraftKings	SGP	NBA 	Celtics	Heat	Tatum U 30.5, Smart 15 PRA,Strus 8 P, Bam 8 R	250	$15.00	No	Yes	No		 $ 15.00 	1.83	29%	 $ 52.50 	 $ 37.50 	 $ 52.50 	 $ 37.50 	
302	5/18/2023	DraftKings	Prop	Premier League	Newcastle	Birhgton	Brighton over 11.5 fouls	-140	$15.00	No	Yes	No		 $ 15.00 	0.90	58%	 $ 25.71 	 $ 10.71 	 $ 25.71 	 $ 10.71 	
303	5/19/2023	DraftKings	Winner (ML)	NBA 	Nuggets	Lakers	Lakers ML	120	$15.00	Yes	No	Yes		 $ 15.00 	-0.87	45%	 $ 33.00 	 $ 18.00 	 $ -   	 $ -   	
304	5/19/2023	DraftKings	Winner (ML)	Golf	PGA 	Championship	Dechambeau to win vs Bradley	-115	$10.00	No	Yes	No		 $ 10.00 	0.98	53%	 $ 18.70 	 $ 8.70 	 $ 18.70 	 $ 8.70 	
305	5/19/2023	DraftKings	SGP	NBA 	Celtics	Heat	Tatum 25 P and Brown 2 3's	140	$12.50	No	No	No		 $ 12.50 	-0.80	42%	 $ 30.00 	 $ 17.50 	 $ -   	 $ (12.50)	
306	5/19/2023	DraftKings	SGP	NBA 	Celtics	Heat	Over 3.5 Butler R Bam 15 P & 8 R, etc	295	$12.50	No	No	No		 $ 12.50 	-0.48	25%	 $ 49.38 	 $ 36.88 	 $ -   	 $ (12.50)	
307	5/19/2023	DraftKings	Winner (ML)	MLB	Reds	Yankees	Reds ML	140	$10.00	No	No	No		 $ 10.00 	-0.80	42%	 $ 24.00 	 $ 14.00 	 $ -   	 $ (10.00)	
308	5/20/2023	DraftKings	Prop	NBA 	Celtics	Heat	Rob Williams under 14.5 PR	120	$10.00	No	No	No		 $ 10.00 	-0.87	45%	 $ 22.00 	 $ 12.00 	 $ -   	 $ (10.00)	
309	5/21/2023	DraftKings	Over / Under	Premier League	Tottenham	Brentford	Under 3.5 goals	-125	$10.00	No	No	No		 $ 10.00 	-1.06	56%	 $ 18.00 	 $ 8.00 	 $ -   	 $ (10.00)	
310	5/21/2023	FanDuel	Winner (ML)	Golf	PGA 	Championship	Hovland to Win	300	$10.00	No	No	No		 $ 10.00 	-0.48	25%	 $ 40.00 	 $ 30.00 	 $ -   	 $ (10.00)	
311	5/21/2023	FanDuel	SGP	NBA 	Heat	Celtics	3 player SGP	127	$15.00	No	No	No		 $ 15.00 	-0.84	44%	 $ 34.05 	 $ 19.05 	 $ -   	 $ (15.00)	
312	5/22/2023	FanDuel	SGP	NBA 	Lakers	Nuggets	Lebron, AD, Jokic 20+ points	100	$20.00	No	Yes	No		 $ 20.00 	1.05	50%	 $ 40.00 	 $ 20.00 	 $ 40.00 	 $ 20.00 	
313	5/23/2023	FanDuel	Over / Under	NBA 	Heat	Celtics	Bam over 8.5 boards	116	$20.00	No	No	No		 $ 20.00 	-0.88	46%	 $ 43.20 	 $ 23.20 	 $ -   	 $ (20.00)	
314	5/25/2023	FanDuel	Winner (ML)	MLB	Yankees	Orioles	Yankees ML	114	$10.00	No	No	No		 $ 10.00 	-0.89	47%	 $ 21.40 	 $ 11.40 	 $ -   	 $ (10.00)	
315	5/25/2023	FanDuel	SGP	NBA 	Celtics	Heat	Tatum/Butler score 5pts 1Q	100	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (10.00)	
316	5/25/2023	FanDuel	Over / Under	NBA 	Celtics	Heat	Caleb Martin Over 13.5pts	191	$15.00	No	Yes	No		 $ 15.00 	1.52	34%	 $ 43.65 	 $ 28.65 	 $ 43.65 	 $ 28.65 	
317	5/20/2023	DraftKings	SGP	NBA 	Lakers	Nuggets	LBJ 20 and Lakers win	110	$12.50	No	No	No		 $ 12.50 	-0.91	48%	 $ 26.25 	 $ 13.75 	 $ -   	 $ (12.50)	
318	5/20/2023	DraftKings	SGP	NBA 	Lakers	Nuggets	Jokic 25 and Reaves 2 3's	105	$12.50	No	No	No		 $ 12.50 	-0.93	49%	 $ 25.63 	 $ 13.13 	 $ -   	 $ (12.50)	
319	5/21/2023	DraftKings	SGP	NBA 	Heat	Celtics	Bam 8 R Butler 25 P	150	$15.00	No	No	No		 $ 15.00 	-0.76	40%	 $ 37.50 	 $ 22.50 	 $ -   	 $ (15.00)	
320	5/21/2023	DraftKings	SGP	NBA 	Heat	Celtics	Smart Under 1.5 threes	110	$15.00	No	Yes	No		 $ 15.00 	1.10	48%	 $ 31.50 	 $ 16.50 	 $ 31.50 	 $ 16.50 	
321	5/22/2023	DraftKings	Prop	Premier League	Newcastle	Leicester	Both teams to NOT score	-115	$20.00	No	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
322	5/22/2023	DraftKings	Prop	NBA 	Lakers	Nuggets	Over 32.5 2 pointers made	-120	$20.00	No	No	No		 $ 20.00 	-1.04	55%	 $ 36.67 	 $ 16.67 	 $ -   	 $ (20.00)	
323	5/24/2023	DraftKings	Winner (ML)	Premier League	Brighton	Man City	Man City Win	-120	$20.00	No	No	No		 $ 20.00 	-1.04	55%	 $ 36.67 	 $ 16.67 	 $ -   	 $ (20.00)	
324	5/24/2023	DraftKings	Prop	Premier League	Brighton	Man City	Brighton Over 9.5 fould	105	$20.00	No	Yes	No		 $ 20.00 	1.07	49%	 $ 41.00 	 $ 21.00 	 $ 41.00 	 $ 21.00 	
325	5/24/2023	DraftKings	2 Leg Parlay	MLB			See Below	171	$15.00	No	No	No		 $ 15.00 	-0.70	37%	 $ 40.65 	 $ 25.65 	 $ -   	 $ (15.00)	
	5/24/2023	DraftKings	     Leg	MLB	Yankees	Orioles	Yankees ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	5/24/2023	DraftKings	     Leg	MLB	Marlins	Rockies	Marlins ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
326	5/25/2023	DraftKings	SGP	NBA 	Celtics	Heat	Jimmy 20 P and 5 R Bam 20 PR	-155	$15.00	No	No	No		 $ 15.00 	-1.16	61%	 $ 24.68 	 $ 9.68 	 $ -   	 $ (15.00)	
327	5/25/2023	DraftKings	2 Leg Parlay	MLB			See Below	122	$15.00	No	Yes	No		 $ 15.00 	1.16	45%	 $ 33.30 	 $ 18.30 	 $ 33.30 	 $ 18.30 	
	5/25/2023	DraftKings	     Leg	MLB	Mariners	Oakland A's	Mariners ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	5/25/2023	DraftKings	     Leg	MLB	Braves	Phillies	Braves ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
328	5/27/2023	DraftKings	SGP	NBA 	Heat	Celtics	Tatum 20P Bam 15 P	100	$20.00	No	No	No		 $ 20.00 	-0.95	50%	 $ 40.00 	 $ 20.00 	 $ -   	 $ (20.00)	
329	5/27/2023	DraftKings	Winner (ML)	MLB	reds	cubs	reds first 3 plus.5	-130	$15.00	No	No	No		 $ 15.00 		0%	 $ -   	 $ (15.00)	 $ -   	 $ (15.00)	
330	5/27/2023	DraftKings	Winner (ML)	NBA 	Heat	Celtics	Heat ML	120	$10.00	No	No	No		 $ 10.00 	-0.87	45%	 $ 22.00 	 $ 12.00 	 $ -   	 $ (10.00)	
331	5/27/2023	DraftKings	Winner (ML)	MLB	Reds	Cubs	Reds ML	150	$2.00	No	Yes	No		 $ 2.00 	1.31	40%	 $ 5.00 	 $ 3.00 	 $ 5.00 	 $ 3.00 	
332	5/27/2023	DraftKings	Prop	Other	Indy	500	Scott Dixon top 5	100	$15.00	No	No	No		 $ 15.00 	-0.95	50%	 $ 30.00 	 $ 15.00 	 $ -   	 $ (15.00)	
333	5/27/2023	DraftKings	Prop	Other	Indy	500	ML	100	$10.00	No	No	Yes		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ -   	
334	5/29/2023	DraftKings	SGP	NBA 	Celtics	Heat	Bam 2 A 15 P Heat +17.5	105	$15.00	No	No	No		 $ 15.00 	-0.93	49%	 $ 30.75 	 $ 15.75 	 $ -   	 $ (15.00)	
335	5/29/2023	DraftKings	Over / Under	NBA 	Celtics	Heat	Over 204	-110	$15.00	No	No	No		 $ 15.00 	-1.00	52%	 $ 28.64 	 $ 13.64 	 $ -   	 $ (15.00)	
336	5/29/2023	DraftKings	Over / Under	NBA 	Celtics	Heat	Over 191.5	-115	$15.00	No	No	No		 $ 15.00 	-1.02	53%	 $ 28.04 	 $ 13.04 	 $ -   	 $ (15.00)	
337	5/29/2023	DraftKings	Over / Under	NBA 	Celtics	Heat	Derrick White over 21.5pts	-110	$15.00	No	No	No		 $ 15.00 	-1.00	52%	 $ 28.64 	 $ 13.64 	 $ -   	 $ (15.00)	
338	5/30/2023	DraftKings	Over / Under	MLB	Red Sox	Reds	Tapia under 0.5 runs	-110	$10.00	No	No	No		 $ 10.00 	-1.00	52%	 $ 19.09 	 $ 9.09 	 $ -   	 $ (10.00)	
339	5/30/2023	DraftKings	Over / Under	MLB	Red Sox	Reds	Lively over 15.5 outs	100	$5.00	No	Yes	No		 $ 5.00 	1.05	50%	 $ 10.00 	 $ 5.00 	 $ 10.00 	 $ 5.00 	
340	5/30/2023	DraftKings	Winner (ML)	MLB	Red Sox	Reds	Reds ML	217	$10.00	No	Yes	No		 $ 10.00 	1.66	32%	 $ 31.70 	 $ 21.70 	 $ 31.70 	 $ 21.70 	
341	5/31/2023	DraftKings	Winner (ML)	Europa League	Sevilla	Roma	Roma to win in penalties	160	$5.00	No	No	No		 $ 5.00 	-0.73	38%	 $ 13.00 	 $ 8.00 	 $ -   	 $ (5.00)	
342	5/31/2023	DraftKings	Winner (ML)	MLB	Red Sox	Reds	Reds ML	140	$5.00	No	Yes	No		 $ 5.00 	1.26	42%	 $ 12.00 	 $ 7.00 	 $ 12.00 	 $ 7.00 	
343	5/31/2023	DraftKings	SGP	MLB	Red Sox	Reds	Mcclain 1 Hit red Sox Under 6.5	125	$10.00	No	Yes	No		 $ 10.00 	1.18	44%	 $ 22.50 	 $ 12.50 	 $ 22.50 	 $ 12.50 	
344	5/31/2023	DraftKings	2 Leg Parlay	MLB			See Below	233	$10.00	No	No	No		 $ 10.00 	-0.57	30%	 $ 33.30 	 $ 23.30 	 $ -   	 $ (10.00)	
344	5/31/2023	DraftKings	     Leg	MLB	Blue Jays	Brewers	Blue Jays ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
344	5/31/2023	DraftKings	     Leg	MLB	Astros	Twins	Astros ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
345	6/1/2023	DraftKings	Over / Under	MLB	Red Sox	Reds	NRFI	-110	$10.00	No	Yes	No		 $ 10.00 	1.00	52%	 $ 19.09 	 $ 9.09 	 $ 19.09 	 $ 9.09 	
346	6/1/2023	DraftKings	SGP	NBA 	Nuggets	Heat	Jokic 25P & Jimmy 20P	100	$15.00	No	No	No		 $ 15.00 	-0.95	50%	 $ 30.00 	 $ 15.00 	 $ -   	 $ (15.00)	
347	6/1/2023	DraftKings	SGP	NBA 	Nuggets	Heat	Murray 4 A, Porter JR 2 3's, Jimmy 6 R	100	$15.00	No	Yes	No		 $ 15.00 	1.05	50%	 $ 30.00 	 $ 15.00 	 $ 30.00 	 $ 15.00 	
348	6/1/2023	DraftKings	SGP	NBA 	Nuggets	Heat	Bam U 18.5 P & Bruce Brown 8 P	110	$10.00	No	No	Yes		 $ 10.00 	-0.91	48%	 $ 21.00 	 $ 11.00 	 $ -   	 $ -   	
349	6/2/2023	DraftKings	2 Leg Parlay	MLB			See Below	274	$10.00	No	No	No		 $ 10.00 	-0.51	27%	 $ 37.40 	 $ 27.40 	 $ -   	 $ (10.00)	
349	6/2/2023	DraftKings	     Leg	MLB	Marlins	Athletics	Marlins ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
349	6/2/2023	DraftKings	     Leg	MLB	Rangers	Mariners	Mariners ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
350	6/2/2023	DraftKings	Over / Under	MLB	Twins	Guardian	NRFI	-120	$10.00	No	Yes	No		 $ 10.00 	0.96	55%	 $ 18.33 	 $ 8.33 	 $ 18.33 	 $ 8.33 	
351	6/3/2023	DraftKings	Winner (ML)	Tennis	Coco Gauff	Mirra Andreeva	Coco Gauff ML	-111	$15.00	No	Yes	No		 $ 15.00 	1.00	53%	 $ 28.51 	 $ 13.51 	 $ 28.51 	 $ 13.51 	
352	6/3/2023	DraftKings	Prop	Premier League	Man City	Man U	Player Fantasy 6v6	-125	$20.00	No	Yes	No		 $ 20.00 	0.94	56%	 $ 36.00 	 $ 16.00 	 $ 36.00 	 $ 16.00 	
353	6/3/2023	DraftKings	Winner (ML)	Tennis	Fritz	Cerundolo	Fritz ML	112	$15.00	No	No	No		 $ 15.00 	-0.90	47%	 $ 31.80 	 $ 16.80 	 $ -   	 $ (15.00)	
354	6/2/2023	FanDuel	Winner (ML)	MLB	Reds	Brewers	Reds ML	188	$10.00	No	No	No		 $ 10.00 	-0.66	35%	 $ 28.80 	 $ 18.80 	 $ -   	 $ (10.00)	
355	6/3/2023	DraftKings	Over / Under	MLB	Twins	Guardian	NRFI	100	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (10.00)	
356	6/3/2023	DraftKings	Winner (ML)	MLB	Reds	Brewers	Reds ML	136	$15.00	No	No	No		 $ 15.00 	-0.81	42%	 $ 35.40 	 $ 20.40 	 $ -   	 $ (15.00)	
357	6/3/2023	DraftKings	Winner (ML)	Tennis	Tiafoe	Zverev	Tiafoe ML	140	$20.00	Yes	No	Yes		 $ 20.00 	-0.80	42%	 $ 48.00 	 $ 28.00 	 $ -   	 $ -   	
358	6/4/2023	DraftKings	Over / Under	Other	Perez		Perez Podium Finish	-125	$20.00	Yes	No	No		 $ 20.00 	-1.06	56%	 $ 36.00 	 $ 16.00 	 $ -   	 $ (20.00)	
359	6/4/2023	DraftKings	2 Leg Parlay	MLB			See Below	247	$10.00	No	No	No		 $ 10.00 	-0.55	29%	 $ 34.70 	 $ 24.70 	 $ -   	 $ (10.00)	
359	6/4/2023	DraftKings	     Leg	MLB	Marlins	A's	Marlins ML			No	No	No				0%	 $ -   	 $ -   		 $ 0.70 	
